Table 3. -- Equations and parameters for diameter-based biomass equations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,Common Name,Component ID,Equation Form ID,a,b,c,d,e,Diameter,Corrected for bias,Bias correction (CF),r,R2,MinDiameter,MaxDiameter,Sample size,Stump height,Top d.o.b.,Units diameter,Units biomass,Component,Component sum,Ratio equation,Segmented equation,Equation number,Source,Notes
318,sugar maple,3,2,1.2451,0,2.3329,1,,d.b.h.,no,0,0.997,0,2.54,66.04,42,6,,in,lb,agm,,,,1,177,6-inch stump; no c reported
318,sugar maple,4,2,4.05,0,2.65,1,,d.b.h.,no,0,0.994,0,6,34,5,0,0,cm,kg,na,c,,,1,12,"all wood > 3.8 cm diameter; this eqn for low-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems"
318,sugar maple,4,2,4.78,0,2.44,1,,d.b.h.,no,0,0.999,0,2,40,5,0,0,cm,kg,na,c,,,1,12,"all wood > 3.8 cm diameter; this eqn for high-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems"
318,sugar maple,4,2,-2.368,0,2.396,1,,d.b.h.,yes,1.025,0,0.98,3.5,26,25,0,0,cm,kg,na,c,,,1,41,above ground (i.e. methods follow ref 174)
318,sugar maple,4,2,-3.6137,0,2.8318,1,,d.b.h.,yes,1.02,0,0.96,1.2,33.5,26,0,3.15,cm,kg,swm,c,,,1,52,"stump ""as close to ground as possible""; to 8 cm d.o.b."
318,sugar maple,4,4,0,0,0.3678,1.998,,d.b.h.,no,0,0,0.96,5,60,34,6,0,cm,kg,na,c,,,1,109,"assume 6-inch stump (""trees were felled""); to stem tip; bias correction not needed due to eqn form"
318,sugar maple,4,1,-1.136,2.563,1,,,d.b.h.,no,0,0.995,0,7.5,23.7,9,0,0,cm,kg,na,c,,,1,115,no top diameter reported; stump included; bias correction not used
318,sugar maple,4,1,2.0165,2.3855,1,,,d.b.h.,no,0,0.998,0,1,63,14,0,0,cm,g,na,c,,,1,172,no stump; to tip of stem
318,sugar maple,5,2,2.96,0,2.33,1,,d.b.h.,no,0,0.997,0,6,34,5,0,1.5,cm,kg,na,c,,,1,12,"bark on all wood > 3.8 cm diameter; this eqn for low-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems"
318,sugar maple,5,2,3.57,0,2.13,1,,d.b.h.,no,0,0.996,0,2,40,5,0,1.5,cm,kg,na,c,,,1,12,"bark on all wood > 3.8 cm diameter; this eqn for high-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems"
318,sugar maple,5,2,-4.153,0,2.264,1,,d.b.h.,yes,1.023,0,0.97,3.5,26,25,0,0,cm,kg,na,c,,,1,41,above ground (i.e. methods follow ref 174)
318,sugar maple,5,2,-5.653,0,2.8193,1,,d.b.h.,yes,1.03,0,0.96,1.2,33.5,26,0,3.15,cm,kg,sbm,c,,,1,52,"stump ""as close to ground as possible""; to 8 cm d.o.b."
318,sugar maple,5,4,0,0,0.05658,1.9774,,d.b.h.,no,0,0,0.92,5,60,34,6,0,cm,kg,na,c,,,1,109,"assume 6-inch stump (""trees were felled""); to stem tip; bias correction not needed due to eqn form"
318,sugar maple,5,1,-1.661,2.285,1,,,d.b.h.,no,0,0.992,0,7.5,23.7,9,0,0,cm,kg,na,c,,,1,115,no top diameter reported; stump included; bias correction not used
318,sugar maple,5,1,1.2537,2.2838,1,,,d.b.h.,no,0,0.996,0,1,63,14,0,0,cm,g,na,c,,,1,172,no stump; to tip of stem
318,sugar maple,6,2,5.44,0,2.24,1,,d.b.h.,yes,0,0,1,7.4,60.7,9,6,0,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; assume 6-inch stump since no information on harvesting given"
318,sugar maple,6,2,-2.365,-0.015,2.677,1,,d.b.h.,yes,1.009,0,0.94,2.8,69.5,18,0,0,cm,kg,na,c,,,1,29,CF did not improve predictions thus not used by authors; d.b.h. range based on reported range in sample stands; authors included estimate for 10 cm stump height
318,sugar maple,6,2,-3.4914,0,2.8305,1,,d.b.h.,yes,1.02,0,0.96,1.2,33.5,26,0,3.15,cm,kg,na,c,,,1,52,"stump ""as close to ground as possible""; to 8 cm d.o.b."
318,sugar maple,6,2,5.1826,0,2.2679,1,,d.b.h.,no,0,0,1,0.5,14.8,16,6,0,cm,g,na,,,,1,57,stump ht not known; assume to stem tip
318,sugar maple,6,2,5.11,0,2.29,1,,d.b.h.,no,0,0,0.99,0.4,27.8,27,6,0,cm,g,na,t,,,1,74,no stump ht or top diameter mentioned
318,sugar maple,6,4,4.587,-0.322,0.006,2,,d.b.h.,no,0,0,0.98,12.5,55,33,12,0,mm,kg,na,,,,1,107,12-inch stump including entire bole (no branches)
318,sugar maple,6,4,-18.037,-0.322,0.006,2,,d.b.h.,no,0,0,0.98,12.5,55,33,12,4,mm,kg,na,,,,1,107,12-inch stump to 10 cm (4-inch) top
318,sugar maple,6,2,4.9917,0,2.3502,1,,d.b.h.,no,0,0,1,1,63,,6,0,cm,g,na,,,,1,114,developed from other equations; stump height and top diam not available
318,sugar maple,6,1,3.0609,2.4927,1,,,d.b.h.,no,0,0,0.99,2.54,15.24,30,0,0,in,g,na,t,,,1,130,assume stump included due to small size of trees; no bias correction
318,sugar maple,6,1,2.0877,2.3718,1,,,d.b.h.,no,0,0.998,0,1,63,14,0,0,cm,g,na,c,,,1,172,no stump; to tip of stem
318,sugar maple,6,2,1.1072,0,2.2894,1,,d.b.h.,no,0,0.995,0,2.54,66.04,42,6,4,in,lb,na,c,,,1,177,6-inch stump to 4-inch top; no c reported
318,sugar maple,8,2,-1.0333,0,1.5812,1,,d.b.h.,yes,1.09,0,0.91,1.2,33.5,36,,,cm,kg,na,c,,,1,52,
318,sugar maple,9,2,4.38,0,1.87,1,,d.b.h.,no,0,0.962,0,6,34,5,,,cm,kg,na,,,,2,12,"branches < 3.8 cm diameter; this eqn for low-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems;"
318,sugar maple,9,2,2.82,0,2.24,1,,d.b.h.,no,0,0.986,0,2,40,5,,,cm,kg,na,,,,1,12,"branches < 3.8 cm diameter; this eqn for high-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems"
318,sugar maple,9,4,0,0,0.07891,1.658,,d.b.h.,no,0,0,0.68,5,60,34,,,cm,kg,na,c,,,1,109,branches < 2 cm
318,sugar maple,12,4,0,0,0.00792,1.8367,,d.b.h.,no,0,0,0.48,5,60,34,,,cm,kg,na,c,,,1,109,bias correction not needed due to equation form
318,sugar maple,12,1,0.0444,2.803,1,,,d.b.h.,no,0,0.914,0,1,63,14,,,cm,g,na,c,,,1,172,wood plus bark; no branch diameter given
318,sugar maple,13,2,4.048,0,2.216,1,,d.b.h.,yes,0,0,0.96,7.4,60.7,9,,,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given"
318,sugar maple,13,2,-2.268,0.027,1.851,1,,d.b.h.,yes,1.101,0,0.91,2.8,69.5,18,,,cm,kg,na,c,,,1,29,CF did not improve predictions thus not used by authors; d.b.h. range based on reported range in sample stands; authors included estimate for 10 cm stump height
318,sugar maple,13,2,-4.398,0,2.821,1,,d.b.h.,yes,1.081,0,0.91,3.5,26,25,,,cm,kg,na,c,,,1,41,
318,sugar maple,13,2,3.6171,0,2.1503,1,,d.b.h.,yes,1.2246,0,0.92,0.5,14.8,16,,,cm,g,na,,,,1,57,c value used but not reported (for branches only according to authors)
318,sugar maple,13,2,3.39,0,2.21,1,,d.b.h.,no,0,0,0.93,0.4,27.8,27,,,cm,g,na,t,,,1,74,
318,sugar maple,13,2,2.9768,0,2.4571,1,,d.b.h.,no,0,0,0.95,1,63,,,,cm,g,na,,,,1,114,developed from other equations
318,sugar maple,13,1,-1.581,2.507,1,,,d.b.h.,no,0,0.956,0,7.5,23.7,9,,,cm,kg,na,c,,,1,115,bias correction not used
318,sugar maple,13,1,2.4004,1.5571,1,,,d.b.h.,no,0,0,0.85,2.54,15.24,30,,,in,g,na,t,,,1,130,no bias correction
318,sugar maple,13,1,0.6266,2.974,1,,,d.b.h.,no,0,0.987,0,1,63,14,,,cm,g,na,c,,,1,172,wood plus bark; no branch diameter given; ref 142 corrects aboveground estimates from ref 172
318,sugar maple,13,2,-1.3971,0,2.5515,1,,d.b.h.,no,0,0.936,0,2.54,66.04,42,,,in,lb,na,,,,1,177,no c reported
318,sugar maple,16,4,0,0,2.4439,2.5735,,d.b.h.,yes,0,0,0.98,5.08,50.8,119,6,,in,lb,na,,,,1,18,assume 6-inch stump; foliage mass was deducted from those stems whose weight was measured during the growing season; bias correction embedded in equation
318,sugar maple,16,2,5.9106,0,2.2352,1,,d.b.h.,yes,1.0109,0,1,0.5,14.8,16,6,,cm,g,na,,,,1,57,"stump ht not mentioned; c value used for branches, but not reported"
318,sugar maple,16,2,5.31,0,2.27,1,,d.b.h.,no,0,0,0.99,0.4,27.8,27,6,,cm,g,na,t,,,1,74,no stump ht mentioned
318,sugar maple,18,2,2.88,0,1.76,1,,d.b.h.,no,0,0.935,0,6,34,5,,,cm,kg,na,t,,,1,12,"this eqn for low-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems; this eqn gives abnormally high numbers, so it was not used"
318,sugar maple,18,2,1.62,0,2.22,1,,d.b.h.,no,0,0.987,0,2,40,5,,,cm,kg,na,t,,,2,12,"this eqn for high-forking trees (no diff for total biomass, but differences do exist for component biomass between high- and low-forking stems); low-forking trees make up 12% of total stems; this eqn gives abnormally high numbers, so it was not used"
318,sugar maple,18,2,4.081,0,1.383,1,,d.b.h.,yes,0,0,0.93,7.4,60.7,9,,,cm,g,fl,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given"
318,sugar maple,18,2,-4.406,-0.023,2.294,1,,d.b.h.,yes,1.08,0,0.91,2.5,69.5,18,,,cm,kg,fl,c,,,1,29,CF did not improve predictions thus not used by authors; d.b.h. range based on reported range in sample stands
318,sugar maple,18,2,-4.4929,0,1.9557,1,,d.b.h.,yes,1.06,0,0.96,1.2,33.5,36,,,cm,kg,fl,t,,,1,52,
318,sugar maple,18,2,1.86,0,2.42,1,,d.b.h.,no,0,0,0.97,0.4,27.8,8,,,cm,g,fl,t,,,1,74,
318,sugar maple,18,4,5.248,-0.366,0.008,2,,d.b.h.,no,0,0,0.98,12.5,55,33,12,0,mm,kg,agm,,,,1,107,12-inch stump aboveground (whole tree including branches and foliage)
318,sugar maple,18,4,0,0,0.14136,1.2526,,d.b.h.,no,0,0,0.74,5,60,34,,,cm,kg,fl,c,,,1,109,bias correction not needed due to eqn form
318,sugar maple,18,1,-2.222,2.224,1,,,d.b.h.,no,0,0.935,0,7.5,23.7,9,,,cm,kg,fl,c,,,1,115,bias correction not used
318,sugar maple,18,1,2.0383,1.6701,1,,,d.b.h.,no,0,0,0.83,2.54,15.24,30,,,in,g,fl,t,,,1,130,no bias correction
318,sugar maple,18,2,-1.561,0,1.8901,1,,d.b.h.,no,0,0.95,0,2.54,66.04,42,,,in,lb,fl,,,,1,177,no c reported
318,sugar maple,23,2,-4.118,0,1.996,1,,d.b.h.,yes,1.032,0,0.91,3.5,26,25,,,cm,kg,na,c,,,1,41,
318,sugar maple,23,1,1.0975,1.9329,1,,,d.b.h.,no,0,0.988,0,1,63,14,,,cm,g,na,c,,,1,172,current twig and leaf production
318,sugar maple,24,2,-1.0781,0,1.6667,1,,d.b.h.,yes,1.06,0,0.95,1.2,33.5,36,,,cm,kg,na,c,,,1,52,does not include unmerchantable top of stem (assume 4-inch d.o.b.)
318,sugar maple,24,1,-1.467,2.47,1,,,d.b.h.,no,0,0.965,0,7.5,23.7,9,,4,cm,kg,na,c,,,1,115,bole top not included; bias correction not used
318,sugar maple,29,1,1.7368,2.2006,1,,,d.b.h.,no,0,0.996,0,1,63,14,,,cm,g,rto,c,,,1,172,all roots (below groundline)
318,sugar maple,33,4,0,0,0.1413,1.896,,d.b.h.,no,0,0,0.95,5,60,19,6,,cm,kg,rtm,c,,,1,109,"assume 6-inch stump (""trees were felled""); bias correction not needed due to eqn form; includes all roots (""carefully excavated"")"
318,sugar maple,33,2,-0.0827,0,2.2637,1,,d.b.h.,no,0,0.996,0,2.54,66.04,42,6,,in,lb,rtm,c,,,1,177,no c reported
318,sugar maple,"10,11",4,0,0,0.02508,2.4076,,d.b.h.,no,0,0,0.92,5,60,34,,,cm,kg,na,c,,,1,109,branches > 2 cm
319,mountain maple,1,2,7.5806,0,1.543,1,,d.b.h.,no,0,0.967,0,0.1,2.54,10,,,in,g,rts,,,,1,177,no c reported; includes roots <= 1-inch
319,mountain maple,2,2,7.2723,0,1.4835,1,,d.b.h.,no,0,0.965,0,0.1,2.54,10,0,,in,g,ag,,,,1,177,no c reported; small trees cut at ground surface
319,mountain maple,6,2,4.34,0,2.94,1,,d.b.h.,no,0,0,0.99,0.9,2.8,6,6,0,cm,g,na,t,,,1,74,no stump ht or top diameter mentioned
319,mountain maple,13,2,2.91,0,3.24,1,,d.b.h.,no,0,0,0.94,0.9,2.8,6,,,cm,g,na,t,,,1,74,
319,mountain maple,16,2,4.56,0,2.99,1,,d.b.h.,no,0,0,0.98,0.9,2.8,6,6,,cm,g,na,,,,1,74,no stump ht mentioned
322,Bigtooth maple,2,2,-1.505926,0,2.098839,1,,d.b.h.,no,0,0,0.94,18,42,,0,,cm,kg,ag,a,,,1,32,refit for this study from Utah FIA data
332,yellow buckeye,6,2,3.997,0,2.475,1,,d.b.h.,yes,0,0,1,7.9,55.9,20,6,0,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; assume 6-inch stump since no information on harvesting given"
332,yellow buckeye,13,2,4.267,0,2.025,1,,d.b.h.,yes,0,0,0.9,7.9,55.9,20,,,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given"
332,yellow buckeye,18,2,-3.259,0,3.338,1,,d.b.h.,yes,0,0,0.99,7.9,55.9,5,,,cm,g,fl,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given"
335,horsechestnut (Himalaya),2,2,2.6572,0,0.9451,1,,cbh,no,0,0,0.99,30,370,12,0,,cm,kg,na,a,,,1,2,uprooted trees used so assume stump is 0-inch height
335,horsechestnut (Himalaya),4,2,1.9322,0,0.9809,1,,cbh,no,0,0,0.97,30,370,12,0,0,cm,kg,na,c,,,1,2,"diameter range spans all species in study; actual range not given but could be smaller; no info on top diameter; assume ""bole"" means wood only"
335,horsechestnut (Himalaya),5,2,1.8096,0,0.6836,1,,cbh,no,0,0,0.78,30,370,12,0,0,cm,kg,na,c,,,1,2,diameter range spans all species in study; actual range not given but could be smaller; no info on top diameter
335,horsechestnut (Himalaya),13,2,0.7989,0,1.0233,1,,cbh,no,0,0,0.91,30,370,12,,,cm,kg,na,c,,,1,2,diameter range spans all species in study; actual range not given but could be smaller
335,horsechestnut (Himalaya),18,2,-0.0689,0,0.7308,1,,cbh,no,0,0,0.75,30,370,12,,,cm,kg,na,c,,,1,2,diameter range spans all species in study; actual range not given but could be smaller
335,horsechestnut (Himalaya),21,2,0.3294,0,0.8008,1,,cbh,no,0,0,0.85,30,370,12,,,cm,kg,na,c,,,1,2,diameter range spans all species in study; actual range not given but could be smaller
335,horsechestnut (Himalaya),26,2,2.3831,0,0.6438,1,,cbh,no,0,0,0.77,30,370,12,0,,cm,kg,na,r,,,1,2,"diameter range spans all species in study; actual range not given but could be smaller; no definition for ""stump roots"" given; excavated to 1 m depth to 1 m radius around tree"
335,horsechestnut (Himalaya),27,2,1.0028,0,0.8118,1,,cbh,no,0,0,0.76,30,370,12,0,,cm,kg,na,r,,,1,2,"diameter range spans all species in study; actual range not given but could be smaller; no definition for ""lateral roots"" given; excavated to 1 m depth to 1 m radius around tree"
335,horsechestnut (Himalaya),28,2,0.1808,0,0.7429,1,,cbh,no,0,0,0.64,30,370,12,0,,cm,kg,na,r,,,1,2,diameter range spans all species in study; actual range not given but could be smaller; fine roots defined as < 10 mm; excavated to 1 m depth to 1 m radius around tree
335,horsechestnut (Himalaya),29,2,2.6312,0,0.7087,1,,cbh,no,0,0,0.8,30,370,12,0,,cm,kg,na,b,,,1,2,diameter range spans all species in study; actual range not given but could be smaller; excavated to 1 m depth to 1 m radius around tree
351,red alder,1,2,1.0103,0,2.1878,1,,d.b.h.,no,0,0.967,0,2.54,7.62,30,,,in,lb,na,,,,1,177,no c reported; includes roots <= 1-inch
351,red alder,1,2,7.2565,0,1.3002,1,,d.b.h.,no,0,0.988,0,0.1,2.54,8,,,in,g,rts,,,,1,177,no c reported; includes roots <= 1-inch
351,red alder,2,2,6.9689,0,1.2999,1,,d.b.h.,no,0,0.988,0,0.1,2.54,8,0,,in,g,ag,,,,1,177,no c reported; small trees cut at ground surface
351,red alder,3,2,5.13118,0,2.15046,1,,d.b.h.,no,0,0,0.95,1.7,13.2,18,6,,cm,g,agm,a,,,1,72,bias correction examined but not applied; 15 cm stump
351,red alder,3,2,0.7164,0,2.2087,1,,d.b.h.,no,0,0.975,0,2.54,7.62,30,6,,in,lb,agm,,,,1,177,6-inch stump; no c reported
351,red alder,4,2,-2.669,0,2.4618,1,,d.b.h.,no,0,0,0.985,9.1,39.6,10,6,0,cm,kg,na,t,,,1,104,equation originally from ref 89; no mention of coefficient correction for bias; assume 6-inch stump
351,red alder,5,2,-4.6424,0,2.4617,1,,d.b.h.,no,0,0,0.985,9.1,39.6,10,6,0,cm,kg,na,t,,,1,104,equation originally from ref 89; no mention of coefficient correction for bias; assume 6-inch stump
351,red alder,6,2,3.97,0,2.56,1,,d.b.h.,no,0,0,0.98,6,20,12,6,0,cm,g,na,t,,,1,13,"assume 6-inch stump (""trees were sampled""); no top d.o.b. given"
351,red alder,6,2,4.71633,0,1.09759,1,,d.b.h.,no,0,0,0.96,1.7,13.2,18,6,0,cm,g,na,,,,1,72,bias correction examined but not applied; 15 cm stump
351,red alder,6,1,2.06163,1.9314,1,,,d.b.h.,no,0,0.949,0,1,30,39,0,0,cm,g,na,t,,,1,113,alder swamp; upper end of d.b.h. range estimates from data given in text; stem cut at groundline
351,red alder,6,1,2.7051,2.5847,1,,,d.b.h.,no,0,0,0.93,2.5,7.62,30,0,0,cm,g,na,t,,,1,130,assume stump included due to small size of trees; no bias correction
351,red alder,6,2,0.1179,0,2.5755,1,,d.b.h.,no,0,0.967,0,2.54,7.62,30,6,4,in,lb,na,c,,,1,177,6-inch stump to 4-inch top; no c reported
351,red alder,8,2,3.41463,0,2.38276,1,,d.b.h.,no,0,0,0.91,1.7,13.2,18,,,cm,g,na,,,,1,72,bias correction examined but not applied
351,red alder,8,2,-7.8197,0,3.4886,1,,d.b.h.,no,0,0,0.92,9.1,39.6,10,,,cm,kg,na,t,,,1,104,equation originally from ref 89; no mention of coefficient correction for bias
351,red alder,12,2,-12.9221,0,4.3225,1,,d.b.h.,no,0,0,0.72,9.1,39.6,10,,,cm,kg,na,t,,,1,104,equation originally from ref 89; no mention of coefficient correction for bias
351,red alder,12,1,0.5907,4.0329,1,,,d.b.h.,no,0,0.758,0,5,45,20,,,in,g,na,,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates); not felled for measurement so assume stump is included
351,red alder,12,2,-7.6156,0,2.6243,,,d.b.h.,no,0,0,0.63,2.54,63.5,53,,,cm,kg,na,,,,1,146,no mention of bias correction
351,red alder,13,2,2.2,0,2.7,1,,d.b.h.,no,0,0,0.91,6,20,12,,,cm,g,na,t,,,1,13,
351,red alder,13,1,1.06387,2.76173,1,,,d.b.h.,no,0,0.966,0,1,30,39,,,cm,g,na,t,,,1,113,alder swamp; upper end of d.b.h. range estimates from data given in text
351,red alder,13,1,2.8462,1.877,1,,,d.b.h.,no,0,0.94,0,5,45,20,,,in,g,na,,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
351,red alder,13,1,2.4072,1.5184,1,,,d.b.h.,no,0,0,0.78,2.5,7.62,30,,,cm,g,na,t,,,1,130,no bias correction
351,red alder,13,2,-0.5786,0,1.5201,1,,d.b.h.,no,0,0.879,0,2.54,7.62,30,,,in,lb,na,,,,1,177,no c reported
351,red alder,18,2,3.2,0,1.89,1,,d.b.h.,no,0,0,0.85,6,20,12,,,cm,g,fl,t,,,1,13,
351,red alder,18,2,3.39718,0,1.93319,1,,d.b.h.,no,0,0,0.93,1.7,13.2,18,,,cm,g,fl,,,,1,72,bias correction examined but not applied
351,red alder,18,2,-9.3551,0,3.2434,1,,d.b.h.,no,0,0,0.96,9.1,39.6,10,,,cm,kg,fl,t,,,1,104,equation originally from ref 89; no mention of coefficient correction for bias
351,red alder,18,1,1.6394,0.5384,1,,,d.b.h.,no,0,0.459,0,5,45,20,,,in,g,fl,,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
351,red alder,18,1,2.1759,1.2463,1,,,d.b.h.,no,0,0,0.67,2.5,7.62,30,,,cm,g,fl,t,,,1,130,no bias correction
351,red alder,18,2,-1.1048,0,1.2274,1,,d.b.h.,no,0,0.802,0,2.54,7.62,30,,,in,lb,fl,,,,1,177,no c reported
351,red alder,21,1,0.6911,0.2393,1,,,d.b.h.,no,0,0.157,0,5,45,20,,,in,g,na,,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
351,red alder,23,1,1.1477,2.18636,1,,,d.b.h.,no,0,0.947,0,1,30,39,,,cm,g,na,t,,,1,113,alder swamp; upper end of d.b.h. range estimates from data given in text; current twigs only
351,red alder,24,2,-4.5648,0,2.6232,,,d.b.h.,no,0,0,0.94,2.54,63.5,53,,,cm,kg,na,,,,1,146,no mention of bias correction
351,red alder,33,2,-0.3732,0,2.0855,1,,d.b.h.,no,0,0.924,0,2.54,7.62,30,6,,in,lb,rtm,c,,,1,177,no c reported
353,sitka alder,6,2,4.5,0,2.3,1,,d.b.h.,no,0,0,0.97,2,7,14,0,0,cm,g,na,,,,1,14,no mention of bias correction; assume 0-inch stump due to small size of sample trees
353,sitka alder,18,2,1.82,0,2.38,1,,d.b.h.,no,0,0,0.88,2,7,14,,,cm,g,fl,,,,1,14,no mention of bias correction
355,serviceberry,4,1,2.9898,2.1314,1,,,d.b.h.,no,0,0.999,0,5,45,20,0,0,in,g,na,t,,,1,127,d.b.h. range and n estimates estimated from data in paper; trees sampled using volume estimates from ladder (thus probably underestimates); not felled so assume stump is included; no mention of stem top d.o.b.
355,serviceberry,5,1,2.2788,1.7674,1,,,d.b.h.,no,0,0.957,0,5,45,20,0,0,in,g,na,t,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates); not felled so assume stump is included
355,serviceberry,6,2,7.217,0,1.514,1,,d.b.h.,yes,0,0,0.98,8.9,25.4,4,6,0,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; assume 6-inch stump since no information on harvesting given"
355,serviceberry,12,1,0.6174,4.9723,1,,,d.b.h.,no,0,0.995,0,5,45,20,,,in,g,na,t,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates); not felled for measurement so assume stump is included
355,serviceberry,13,1,2.5368,1.3197,1,,,d.b.h.,no,0,0.999,0,5,45,20,,,in,g,na,t,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
355,serviceberry,18,1,2.0865,0.9449,1,,,d.b.h.,no,0,0.986,0,5,45,20,,,in,g,fl,t,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
355,serviceberry,21,1,1.0953,0.1665,1,,,d.b.h.,no,0,0.308,0,5,45,20,,,in,g,na,t,,,1,127,d.b.h. range and n estimates based on data in paper; trees sampled using volume estimates from ladder (thus probably underestimates)
361,Pacific madrone,2,4,-0.108,0.117,0,,,BArc,no,0,0,0.97,1,6,70,0,,cm,kg,ag,a,,,1,69,"d.b.h. = 0.966+(0.784*drc), both in cm"
361,Pacific madrone,12,2,-5.3224,0,2.2936,,,d.b.h.,no,0,0,0.88,2.54,63.5,31,,,cm,kg,na,,,,1,146,no mention of bias correction
361,Pacific madrone,24,2,-3.8941,0,2.4839,,,d.b.h.,no,0,0,0.89,2.54,63.5,31,,,cm,kg,na,,,,1,146,no mention of bias correction
371,yellow birch,1,1,2.2264,2.415,1,,,d.b.h.,no,0,0.997,0,1,63,14,,,cm,g,na,,,,1,172,all roots assumed excavated
371,yellow birch,1,2,1.3451,0,2.3355,1,,d.b.h.,no,0,0.997,0,2.54,66.04,42,,,in,lb,na,,,,1,177,no c reported; includes roots <= 1-inch
371,yellow birch,1,2,7.5203,0,1.4416,1,,d.b.h.,no,0,0.978,0,0.1,2.54,11,,,in,g,rts,,,,1,177,no c reported; includes roots <= 1-inch
371,yellow birch,2,2,-2.1306,0,2.451,1,,d.b.h.,yes,1.02,0,0.99,2.6,29,24,0,,cm,kg,ag,,,,1,52,"stump ""as close to ground as possible""; to 9 cm d.o.b."
371,yellow birch,2,2,5.1428,0,2.3729,1,,d.b.h.,no,0,0,1,1,63,,0,,cm,g,na,,,,1,114,developed from other equations
371,yellow birch,2,1,2.1047,2.4417,1,,,d.b.h.,no,0,0,0,1,63,14,0,,cm,g,ag,,,,1,142,r2 not reported; includes stump; bias correction not included but other efforts made to reduce error and overestimates
371,yellow birch,2,2,7.2909,0,1.4585,1,,d.b.h.,no,0,0.977,0,0.1,2.54,11,0,,in,g,ag,,,,1,177,no c reported; small trees cut at ground surface
371,yellow birch,3,4,9.3701,-0.4489,0.007496,2,,d.b.h.,no,0,0,0.98,2.5,55,31,12,,mm,kg,agm,,,,1,107,12-inch stump
371,yellow birch,3,4,0,0,0.31683,2.1307,,d.b.h.,no,0,0,0.98,5,60,35,6,,cm,kg,agm,,,,1,109,"assume 6-inch stump (""trees were felled""); to stem tip; bias correction not needed due to eqn form"
371,yellow birch,3,4,0,0,0.08724,2.587,,d.b.h.,no,0,0,0.99,2.5,40,9,6,,cm,kg,na,a,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
371,yellow birch,3,2,1.1297,0,2.3376,1,,d.b.h.,no,0,0.997,0,2.54,66.04,42,6,,in,lb,agm,,,,1,177,6-inch stump; no c reported
371,yellow birch,4,2,-3.7975,0,2.8627,1,,d.b.h.,yes,1.03,0,0.95,2.6,29,17,0,3.15,cm,kg,swm,c,,,1,52,"stump ""as close to ground as possible""; to 8 cm d.o.b."
371,yellow birch,4,4,0,0,0.12744,2.244,,d.b.h.,no,0,0,0.98,5,60,35,6,0,cm,kg,na,c,,,1,109,"assume 6-inch stump (""trees were felled""); to stem tip; bias correction not needed due to eqn form"
371,yellow birch,4,4,0,0,0.05481,2.619,,d.b.h.,no,0,0,0.99,2.5,40,9,6,0,cm,kg,na,c,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
371,yellow birch,4,1,2.9679,2.2362,1,,,d.b.h.,no,0,0.999,0,5,45,20,0,0,in,g,na,t,,,1,127,d.b.h. range and n estimates estimated from data in paper; trees sampled using volume estimates from ladder (thus probably underestimates); not felled so assume stump is included; no mention of stem top d.o.b.
