"","BIOME","Species","GF","log.LL","log.LMA"
"959","GRASS/M","Rhus glabra","S",NA,NA
"960","GRASS/M","Rosa arkansana","S",NA,NA
"961","GRASS/M","Ruellia humilis","H",NA,NA
"962","GRASS/M","Salvia pitcheri","H",NA,NA
"963","GRASS/M","Schyzachyrium scoparius","G",NA,NA
"964","GRASS/M","Solidago missouriensis","H",NA,NA
"965","GRASS/M","Sorghastrum nutans","G",NA,NA
"966","GRASS/M","Sporobolus heterolepis","G",NA,NA
"967","GRASS/M","Symphoricarpos orbiculatus","S",NA,NA
"968","GRASS/M","Vernonia baldwinii","H",NA,NA
"969","WLAND","Quercus rotundifolia","T",1.38,2.38
"970","WLAND","Quercus suber","T",1.18,2.3
"971","WLAND","Quercus faginea","T",0.83,2.15
"972","WLAND","Quercus pyrenaica","T",0.73,2.09
"973","WLAND","Crataegus monogyna","S",0.73,2.08
"974","WLAND","Pyrus bourgeana","S",0.65,2.13
"975","WLAND","Celtis africana","T",NA,2.07
"976","WLAND","Cordia caffra","T",NA,1.91
"977","WLAND","Ekebergia capensis","T",NA,2.03
"978","WLAND","Erythrina caffra","T",NA,1.78
"979","WLAND","Hyperacanthus amoenus","T",NA,1.95
"980","WLAND","Isoglossa ciliatus","S",NA,1.56
"981","WLAND","Podocarpus elongatus","T",NA,2.44
"982","WLAND","Teclea natalensis","T",NA,1.88
"983","WLAND","Vepris undulata","T",NA,2.02
"984","WLAND","Zanthoxylum capense","T",NA,2.03
"985","TEMP_FOR","Calodendrum capense","T",NA,1.66
"986","TEMP_FOR","Celtis africana","T",NA,1.85
"987","TEMP_FOR","Curtissia dentata","T",NA,2.02
"988","TEMP_FOR","Ekebergia capensis","T",NA,2.15
"989","TEMP_FOR","Kiggelaria africana","T",NA,1.78
"990","TEMP_FOR","Olea capensis ssp macrocarpa","T",NA,2.22
"991","TEMP_FOR","Podocarpus falcatus","T",NA,2.3
"992","TEMP_FOR","Podocarpus latifolius","T",NA,2.49
"993","TEMP_FOR","Rapanea melanophloeos","T",NA,2.43
"994","TEMP_FOR","Rhus chirendensis","T",NA,2
"995","TEMP_FOR","Scolopia mundii","T",NA,2.09
"996","TEMP_FOR","Trichocladus ellipticus","T",NA,2.21
"997","TEMP_FOR","Vepris undulata","T",NA,1.84
"998","TEMP_FOR","Xymalos monospora","T",NA,1.9
"999","TEMP_FOR","Acacia robusta","T",NA,2.14
"1000","TEMP_FOR","Adpdytes dimidiata","T",NA,2.18
"1001","TEMP_FOR","Albizia adinathifolia","T",NA,1.98
"1002","TEMP_FOR","Balanites maughamii","T",NA,2.1
"1003","TEMP_FOR","Bequaertiodendron natalense","T",NA,2.15
"1004","TEMP_FOR","Celtis africana","T",NA,1.7
"1005","TEMP_FOR","Chaetachme aristata","T",NA,2.04
"1006","TEMP_FOR","Dalbergia armata","V",NA,1.97
"1007","TEMP_FOR","Diospyros natalensis","T",NA,2.06
"1008","TEMP_FOR","Hymenocardia ulmoides","T",NA,2.05
"1009","TEMP_FOR","Mimusops obovata","T",NA,1.99
"1010","TEMP_FOR","Monanthotaxis caffra","V",NA,1.8
"1011","TEMP_FOR","Ochna natalitia","T",NA,2.04
"1012","TEMP_FOR","Pancovia golungensis","T",NA,2.02
"1013","TEMP_FOR","Psychotria capensis","T",NA,1.83
"1014","TEMP_FOR","Rhoicissus tomentosa","V",NA,1.77
"1015","TEMP_FOR","Rothmannia globosa","T",NA,1.81
"1016","TEMP_FOR","Strychnos decussata","T",NA,1.98
"1017","TEMP_FOR","Strychnos gerrardii","T",NA,1.99
"1018","TEMP_FOR","Vepris undulata","T",NA,2.02
"1019","TEMP_FOR","Diospyros whyteana","T",NA,2.1
"1020","TEMP_FOR","Hartogiella schinoides","T",NA,2.31
"1021","TEMP_FOR","Maytenus acuminata","T",NA,2.19
"1022","TEMP_FOR","Maytenus oleodes","T",NA,2.3
"1023","TEMP_FOR","Olea europaea ssp africana","T",NA,2.34
"1024","TEMP_FOR","Olinia ventosa","T",NA,2.09
"1025","TEMP_FOR","Podocarpus elongatus","T",NA,2.48
"1026","TEMP_FOR","Brabejum stellatifolium","T",NA,2.4
"1027","TEMP_FOR","Brachylaena neriifolia","T",NA,2.15
"1028","TEMP_FOR","Cunonia capensis","T",NA,2.26
"1029","TEMP_FOR","Freylinia lanceolata","T",NA,2.44
"1030","TEMP_FOR","Ilex mitis","T",NA,2.2
"1031","TEMP_FOR","Kiggelaria africana","T",NA,2
"1032","TEMP_FOR","Rapanea melanophloeos","T",NA,2.12
"1033","TEMP_FOR","Rhus tomentosa","T",NA,2.21
"1034","WLAND","Apodytes dimidiata","T",NA,2.2
"1035","WLAND","Curtissia dentata","T",NA,2.03
"1036","WLAND","Faurea macnaughtonii","T",NA,1.99
"1037","WLAND","Ocotea bullata","T",NA,2.07
"1038","WLAND","Olea capensis ssp macrocarpa","T",NA,2.17
"1039","WLAND","Olinia ventosa","T",NA,1.91
"1040","WLAND","Podocarpus falcatus","T",NA,2.28
"1041","WLAND","Podocarpus latifolius","T",NA,2.34
"1042","WLAND","Rapanea melanophloeos","T",NA,2.04
"1043","WLAND","Trichocladus crinitus","T",NA,2.11
"1044","WLAND","Acacia karroo","T",NA,2
"1045","WLAND","Celtis africana","T",NA,1.95
"1046","WLAND","Chaetachme aristata","T",NA,1.75
"1047","WLAND","Chionanthus pegleriae","T",NA,2.05
"1048","WLAND","Clausena anisata","T",NA,1.95
"1049","WLAND","Diospyros inhacaensis","T",NA,2.01
"1050","WLAND","Diospyros natalensis","T",NA,2.11
"1051","WLAND","Dovyalis longispina","T",NA,2.07
"1052","WLAND","Drypetes natalensis","T",NA,2.08
"1053","WLAND","Eugenia woodii","T",NA,2.14
"1054","WLAND","Inhambanella henriquesii","T",NA,1.99
"1055","WLAND","Sideroxylon inerme","T",NA,2.15
"1056","WLAND","Strychnos henningsii ssp gerrardii","T",NA,2.07
"1057","WLAND","Teclea gerrardii","T",NA,1.92
"1058","WLAND","Trema orientalis","T",NA,1.98
"1059","WLAND","Ziziphus mucronata","T",NA,2.15
"1060","WLAND","Cladostemon kirkii","T",NA,1.81
"1061","WLAND","Cleistanthus schlechteri","T",NA,2.02
"1062","WLAND","Cola greenwayi","T",NA,1.95
"1063","WLAND","Combretum fruticosum","T",NA,1.94
"1064","WLAND","Croton steenkampianus","T",NA,1.89
"1065","WLAND","Dialium schlechteri","T",NA,1.93
"1066","WLAND","Drypetes arguta","T",NA,2.06
"1067","WLAND","Erythrophleum lasianthum","T",NA,1.84
"1068","WLAND","Newtonia hildebrandtii","T",NA,2.13
"1069","WLAND","Pteleopsis myrtifolia","T",NA,2.03
"1070","WLAND","Salacia leptoclada","T",NA,1.97
"1071","WLAND","Strychnos decussata","T",NA,NA
"1072","WLAND","Suregada zanzibariensis","T",NA,2.2
"1073","WLAND","Wrightia natalensis","T",NA,1.69
"1074","WLAND","Buxus macowanii","T",NA,2.26
"1075","WLAND","Cussonia spicata","T",NA,2.07
"1076","WLAND","Ekebergia capensis","T",NA,2.2
"1077","WLAND","Harpephyllum caffrum","T",NA,2.32
"1078","WLAND","Hippobromus pauciflorus","T",NA,2.06
"1079","WLAND","Hypoestes verticilliaris","S",NA,2
"1080","WLAND","Isoglossa ciliatus","S",NA,1.72
"1081","WLAND","Olea capensis","T",NA,2.31
"1082","WLAND","Olea europaea ssp africana","T",NA,2.28
"1083","WLAND","Olea woodiana","T",NA,2.2
"1084","WLAND","Podocarpus falcatus","T",NA,2.4
"1085","WLAND","Ptaeroxylon obliquum","T",NA,1.93
"1086","WLAND","Scolopia zeyheri","T",NA,2.25
"1087","WLAND","Sideroxylon inerme","T",NA,2.28
"1088","WLAND","Teclea natalensis","T",NA,1.77
"1089","WLAND","Trichocladus ellipticus","T",NA,2.22
"1090","WLAND","Umtiza listeriana","T",NA,1.94
"1091","WLAND","Vepris undulata","T",NA,1.8
"1092","WLAND","Zanthoxylum capense","T",NA,1.94
"1093","TEMP_FOR","Castanopsis sieboldii","T",NA,2.19
"1094","TEMP_FOR","Quercus myrsinaefolia","T",NA,2.13
"1095","TEMP_FOR","Machilus thunbergii","T",NA,2.1
"1096","TEMP_FOR","Neolitsea sericea","T",NA,2.08
"1097","DESERT","Abronia villosa","H",NA,1.85
"1098","DESERT","Malvastrum rotundifolium","H",NA,1.84
"1099","DESERT","Geraea canescens","H",NA,1.82
"1100","DESERT","Camissonia claviformis","H",NA,1.89
"1101","DESERT","Camissonia brevipes","H",NA,1.87
"1102","GRASS/M","Abutilon theophrastii","H",NA,1.6
"1103","GRASS/M","Ambrosia trifida","H",NA,1.74
"1104","GRASS/M","Chenopodium album","H",NA,1.82
"1105","GRASS/M","Polygonum pensylvanicum","H",NA,1.77
"1106","TEMP_FOR","Protea repens","S",NA,2.37
"1107","TEMP_FOR","Protea neriifolia","S",NA,2.35
"1108","TEMP_FOR","Protea nitida","S",NA,2.4
"1109","TEMP_FOR","Protea acaulos","S",NA,2.24
"1110","TEMP_FOR","Maytenus oleodes","S",NA,2.26
"1111","TEMP_FOR","Rhus tomentosa","S",NA,2.28
"1112","TROP_RF","Calathea inocephala","H",1.41,1.69
"1113","TROP_RF","Pleiostachya pruinoisa","H",1,1.63
"1114","TROP_RF","Psychotria furcata","S",1.08,1.64
"1115","TROP_RF","Psychotria marginata","S",1.56,1.9
"1116","TROP_RF","Psychotria limonensis","S",1.56,1.78
"1117","WLAND","Berberis trifoliolata","S",0.97,2.21
"1118","WLAND","Condalia hookeri","S",0.72,1.84
"1119","WLAND","Diospyros texana","S",0.59,1.87
"1120","WLAND","Prosopis glandulosa","T",0.83,1.97
"1121","WLAND","Zanthoxylum fagra","S",0.58,1.89
"1122","WLAND","Ziziphus obtusifolia","S",0.34,2.15
"1123","TEMP_FOR","Acer platanoides","T",NA,1.68
"1124","TEMP_FOR","Alnus glutinosa","T",NA,1.89
"1125","TEMP_FOR","Alnus incana","T",NA,1.83
"1126","TEMP_FOR","Amelanchier spicata","S",NA,1.71
"1127","TEMP_FOR","Andromeda polifolia","S",NA,2.12
"1128","TEMP_FOR","Aronia melanocarpa","S",NA,2.03
"1129","TEMP_FOR","Berberis vulgaris","S",NA,1.88
"1130","TEMP_FOR","Betula humilis","S",NA,1.91
"1131","TEMP_FOR","Betula nana","S",NA,2.03
"1132","TEMP_FOR","Betula pendula","T",NA,1.88
"1133","TEMP_FOR","Betula pubescens","T",NA,1.8
"1134","TEMP_FOR","Cerasus vulgaris","T",NA,1.43
"1135","TEMP_FOR","Chamaedaphne calyculata","S",NA,2.01
"1136","TEMP_FOR","Corylus avellana","S",NA,1.57
"1137","TEMP_FOR","Cotoneaster interrigimus","S",NA,1.73
"1138","TEMP_FOR","Crataegus curvisepala","S",NA,1.94
"1139","TEMP_FOR","Crataegus monogyna","S",NA,2.04
"1140","TEMP_FOR","Daphne mezereum","S",NA,1.49
"1141","TEMP_FOR","Euonymus europaeus","S",NA,1.71
"1142","TEMP_FOR","Frangula alnus","S",NA,1.42
"1143","TEMP_FOR","Fraxinus excelsior","T",NA,1.92
"1144","TEMP_FOR","Grossularia reclinata","S",NA,1.46
"1145","TEMP_FOR","Juniperus communis","S",NA,1.98
"1146","TEMP_FOR","Ledum palustre","S",NA,1.86
"1147","TEMP_FOR","Lonicera baltica","S",NA,1.87
"1148","TEMP_FOR","Lonicera xylosteum","S",NA,1.6
"1149","TEMP_FOR","Malus domestica","T",NA,1.59
"1150","TEMP_FOR","Malus sylvestris","T",NA,1.71
"1151","TEMP_FOR","Myrica gale","S",NA,1.99
"1152","TEMP_FOR","Padus avium","T",NA,1.59
"1153","TEMP_FOR","Pentaphylloides fruticosa","S",NA,1.69
"1154","TEMP_FOR","Physocarpus opulifolius","S",NA,1.61
"1155","TEMP_FOR","Populus tremula","T",NA,1.94
"1156","TEMP_FOR","Prunus spinosa","S",NA,1.76
"1157","TEMP_FOR","Pyrus pyraster","T",NA,1.95
"1158","TEMP_FOR","Quercus robur","T",NA,1.78
"1159","TEMP_FOR","Rhamnus cathartica","S",NA,1.81
"1160","TEMP_FOR","Ribes alpinum","S",NA,1.8
"1161","TEMP_FOR","Ribes nigrum","S",NA,1.76
"1162","TEMP_FOR","Ribes rubrum","S",NA,1.48
"1163","TEMP_FOR","Ribes spicatum","S",NA,1.42
"1164","TEMP_FOR","Rosa caesia","S",NA,1.92
"1165","TEMP_FOR","Rosa canina","S",NA,1.97
"1166","TEMP_FOR","Rosa ciesielski","S",NA,2.03
"1167","TEMP_FOR","Rosa dumalis","S",NA,1.95
"1168","TEMP_FOR","Rosa glauca","S",NA,1.96
"1169","TEMP_FOR","Rosa majalis","S",NA,1.71
"1170","TEMP_FOR","Rosa mollis","S",NA,1.89
"1171","TEMP_FOR","Rosa rugosa","S",NA,2.08
"1172","TEMP_FOR","Rosa spinisissima","S",NA,1.86
"1173","TEMP_FOR","Rosa subcanina","S",NA,2.02
"1174","TEMP_FOR","Rubus idaeus","S",NA,1.57
"1175","TEMP_FOR","Salix acutifolia","T",NA,1.76
"1176","TEMP_FOR","Salix alba","T",NA,2
"1177","TEMP_FOR","Salix alba fraxinus","T",NA,1.89
"1178","TEMP_FOR","Salix aurita","S",NA,1.92
"1179","TEMP_FOR","Salix aurita cinerea","S",NA,1.99
"1180","TEMP_FOR","Salix caprea","T",NA,1.78
"1181","TEMP_FOR","Salix cinerea","S",NA,2
"1182","TEMP_FOR","Salix daphnoides","T",NA,1.97
"1183","TEMP_FOR","Salix dasyclados","S",NA,1.97
"1184","TEMP_FOR","Salix dasyclados phylicifolia","S",NA,2.05
"1185","TEMP_FOR","Salix fragilus","T",NA,2.06
"1186","TEMP_FOR","Salix lapponum","S",NA,2.01
"1187","TEMP_FOR","Salix myrsinifolia","S",NA,1.88
"1188","TEMP_FOR","Salix myrtilloides","S",NA,1.82
"1189","TEMP_FOR","Salix pentandra","T",NA,1.84
"1190","TEMP_FOR","Salix phylicifolia","S",NA,1.99
"1191","TEMP_FOR","Salix purpurea","S",NA,2.02
"1192","TEMP_FOR","Salix rosmarinifolia","S",NA,2.02
"1193","TEMP_FOR","Salix starkeana","S",NA,1.93
"1194","TEMP_FOR","Salix triandra","S",NA,1.92
"1195","TEMP_FOR","Salix viminalis","S",NA,1.88
"1196","TEMP_FOR","Sambucus nigra","S",NA,1.74
"1197","TEMP_FOR","Sambucus racemosa","S",NA,1.68
"1198","TEMP_FOR","Sorbaria sorbifolia","S",NA,1.61
"1199","TEMP_FOR","Sorbus aria","T",NA,1.93
"1200","TEMP_FOR","Sorbus aucuparia","T",NA,1.82
"1201","TEMP_FOR","Sorbus intermedia","T",NA,1.92
"1202","TEMP_FOR","Swida sanguinea","S",NA,1.67
"1203","TEMP_FOR","Syringa vulgaris","S",NA,1.81
"1204","TEMP_FOR","Taxus baccata","T",NA,1.89
"1205","TEMP_FOR","Tilia cordata","T",NA,1.41
"1206","TEMP_FOR","Ulmus glabra","T",NA,1.59
"1207","TEMP_FOR","Ulmus laevis","T",NA,1.72
"1208","TEMP_FOR","Vaccinium myrtillus","S",NA,1.6
"1209","TEMP_FOR","Vaccinium uliginosum","S",NA,1.76
"1210","TEMP_FOR","Viburnum opulus","S",NA,1.76
"1211","TEMP_FOR","Populus tremula","T",NA,2.01
"1212","TEMP_FOR","Fraxinus excelsior","T",NA,1.9
"1213","TEMP_FOR","Corylus avellana","S",NA,1.73
"1214","TEMP_FOR","Tilia cordata","T",NA,1.88
"1215","TEMP_FOR","Castanopsis sieboldii","T",1.48,NA
"1216","TEMP_FOR","Quercus salicina","T",1.38,NA
"1217","TEMP_FOR","Quercus acuta","T",1.54,NA
"1218","TEMP_FOR","Machilus thunbergii","T",1.32,NA
"1219","TEMP_FOR","Neolitsea sericea","T",1.52,NA
"1220","TEMP_FOR","Cinnamomum japonicum","T",1.75,NA
"1221","TEMP_FOR","Myrsine seguinii","T",1.71,NA
"1222","TEMP_FOR","Symplocos prunifolia","T",1.26,NA
"1223","TEMP_FOR","Illicium anisatum","T",1.44,NA
"1224","TEMP_FOR","Cleyera japonica","T",1.48,NA
"1225","TEMP_FOR","Eurya japonica","T",1.48,NA
"1226","TROP_FOR","Astronium graveolens","T",0.94,1.77
"1227","TROP_FOR","Bauhinia megalandra","T",0.98,1.47
"1228","TROP_FOR","Bursera simaruba","T",0.95,1.7
"1229","TROP_FOR","Capparis flexuosa","T",1.08,1.95
"1230","TROP_FOR","Erythroxylum cumanense","T",0.97,1.82
"1231","TROP_FOR","Erythroxylum densum","T",1.08,1.88
"1232","TROP_FOR","Erythroxylum orinocense","T",0.94,1.69
"1233","TROP_FOR","Eugenia caseariodes","T",0.98,1.81
"1234","TROP_FOR","Sapindus saponaria","T",0.98,1.71
"1235","TROP_FOR","Tabebuia chrysantha","T",0.95,1.65
"1236","TROP_RF","Chionanthus sp1","T",1.17,2.03
"1237","TROP_RF","Diplospora malaccensis","T",1.35,2.03
"1238","TROP_RF","Dipterocarpus sublamellatus","T",1.11,2.13
"1239","TROP_RF","Elateriospermum tapos","T",1.06,2.06
"1240","TROP_RF","Eugenia rugosa","T",1.37,2.2
"1241","TROP_RF","Ganua sp1","T",1.27,2.3
"1242","TROP_RF","Homalium dictyoneurum","T",1.54,1.91
"1243","TROP_RF","Macaranga lowii","T",1.28,1.9
"1244","TROP_RF","Mangifera foetida","T",1.36,2.15
"1245","TROP_RF","Monocarpia marginalis","T",1.42,1.82
"1246","TROP_RF","Ptychopyxis caput-medusae","T",0.85,2.1
"1247","TROP_RF","Xanthophyllum stipitatum","T",1.16,2.09
"1248","TROP_RF","Aporosa bracteosa","T",NA,1.9
"1249","TROP_RF","Aporosa lunata","T",NA,2.09
"1250","TROP_RF","Aporosa microstachya","T",NA,1.66
"1251","TROP_RF","Baccaurea parviflora","T",NA,1.94
"1252","TROP_RF","Baccaurea racemosa","T",NA,2.1
"1253","TROP_RF","Baccaurea reticulata","T",NA,2.06
"1254","TROP_RF","Diospyros cauliflora","T",NA,1.87
"1255","TROP_RF","Diospyros maingayi","T",NA,2.29
"1256","TROP_RF","Diospyros nutans","T",NA,2.03
"1257","TROP_RF","Garcinia bancana","T",NA,2.2
"1258","TROP_RF","Garcinia malaccensis","T",NA,2.09
"1259","TROP_RF","Garcinia small sp","T",NA,1.88
"1260","GRASS/M","Cirsium arvense","H",NA,1.8
"1261","GRASS/M","Epilobium lirsutum","H",NA,1.7
"1262","GRASS/M","Phragmites australis","G",NA,1.74
"1263","GRASS/M","Urtica dioica","H",NA,1.63
"1264","GRASS/M","Agrostis tenuis","G",NA,1.6
"1265","GRASS/M","Anthoxanthum odoratum","G",NA,1.52
"1266","GRASS/M","Holcus lanatus","G",NA,1.42
"1267","GRASS/M","Leontodon autumnalis","H",NA,1.49
"1268","GRASS/M","Ranunculus repens","H",NA,1.64
"1269","GRASS/M","Carex lasiocarpa","G",NA,1.96
"1270","GRASS/M","Carex nigra","G",NA,1.77
"1271","GRASS/M","Juncus subnodulosus","G",NA,2.12
"1272","GRASS/M","Menyanthes trifoliata","H",NA,1.63
"1273","GRASS/M","Potentilla palustris","H",NA,1.81
"1274","GRASS/M","Cirsium vulgare","H",NA,1.71
"1275","GRASS/M","Eupatorium cannabinum","H",NA,1.54
"1276","GRASS/M","Galium aparine","H",NA,1.32
"1277","GRASS/M","Phragmites australis","G",NA,1.63
"1278","GRASS/M","Urtica dioica","H",NA,1.55
"1279","GRASS/M","Brachypodium pinnatum","G",NA,1.66
"1280","GRASS/M","Carex flacca","G",NA,1.82
"1281","GRASS/M","Centaurea jacea","H",NA,1.73
"1282","GRASS/M","Dactylorhiza maculata","H",NA,1.66
"1283","GRASS/M","Leontodon hispidus","H",NA,1.57
"1284","GRASS/M","Ononis repens","H",NA,1.64
"1285","GRASS/M","Plantago lanceolata","H",NA,1.67
"1286","WLAND","Calluna vulgaris","S",NA,2.1
"1287","WLAND","Carex pilulifera","G",NA,1.68
"1288","WLAND","Deschampsia flexuosa","G",NA,1.76
"1289","WLAND","Genista anglica","S",NA,1.81
"1290","WLAND","Molinia caerulea","G",NA,1.64
"1291","WLAND","Rumex acetosella","H",NA,1.61
"1292","GRASS/M","Centaurea jacea","H",NA,1.78
"1293","GRASS/M","Festuca rubra","G",NA,1.89
"1294","GRASS/M","Leucanthemum vulgare","H",NA,1.84
"1295","GRASS/M","Plantago lanceolata","H",NA,1.71
"1296","GRASS/M","Trifolium pratense","H",NA,1.64
"1297","GRASS/M","Unidentified composite","H",NA,1.74
"1298","WLAND","Carex panicea","G",NA,1.64
"1299","WLAND","Cirsium dissectum","H",NA,1.79
"1300","WLAND","Erica tetralix","S",NA,2.1
"1301","WLAND","Molinia caerulea","G",NA,1.67
"1302","WLAND","Salix repens","H",NA,1.85
"1303","WLAND","Succisa pratensis","H",NA,1.79
"1304","WLAND","Viola palustris","H",NA,1.46
"1305","TROP_FOR","Aegiphila lhotzkiana","T",NA,2.08
"1306","TROP_FOR","Annona coriaceae","T",NA,2.17
"1307","TROP_FOR","Aspidosperma tomentosum","T",NA,2.15
"1308","TROP_FOR","Bauhinia holophylla","T",NA,2.16
"1309","TROP_FOR","Bowdichia virgilioides","T",NA,2.23
"1310","TROP_FOR","Campomanesia aromatica","T",NA,2.17
"1311","TROP_FOR","Caryocar brasiliense","T",NA,2.07
"1312","TROP_FOR","Connarus suberosus","T",NA,2.17
"1313","TROP_FOR","Davilla rugosa","T",NA,2.22
"1314","TROP_FOR","Didymopanax vinosum","T",NA,2.17
"1315","TROP_FOR","Duguetia furfuracea","T",NA,2.22
"1316","TROP_FOR","Gochnatia floribunda","T",NA,2.23
"1317","TROP_FOR","Kielmeyera coriacea","T",NA,2.31
"1318","TROP_FOR","Miconia albicans","T",NA,2.18
"1319","TROP_FOR","Miconia ligustroides","T",NA,2.12
"1320","TROP_FOR","Piptocarpha rotundifolia","T",NA,2.2
"1321","TROP_FOR","Qualea dichotoma","T",NA,2.16
"1322","TROP_FOR","Styrax camporum","T",NA,2.32
"1323","TROP_FOR","Tibouchina stenocarpa","T",NA,2.13
"1324","TROP_FOR","Tocoyena formosa","T",NA,2.2
"1325","TROP_FOR","Callitris intratropica","T",NA,2.35
"1326","TROP_FOR","Cochlospermum fraseri","T",0.52,1.78
"1327","TROP_FOR","Corymbia foelscheana","T",0.99,2.35
"1328","TROP_FOR","Melaleuca viridiflora","T",1.01,2.37
"1329","TROP_FOR","Planchonia careya","T",0.93,2
"1330","TROP_FOR","Syzygium eucalyptoides ssp bleeseri","T",1.05,2.1
"1331","TROP_FOR","Terminalia ferdinandiana","T",0.68,2.08
"1332","TROP_FOR","Xanthostemon paradoxus","T",1.02,2.14
"1333","TROP_FOR","Brachychiton megaphyllus","T",0.85,1.99
"1334","TROP_FOR","Buchanania obovata","T",1.04,2.21
"1335","TROP_FOR","Erythrophleum chlorostachys","T",0.98,2
"1336","TROP_FOR","Eucalyptus tetrodonta","T",0.91,2.26
"1337","TROP_FOR","Planchonia careya","T",0.85,1.92
"1338","TROP_FOR","Syzygium suborbiculare","T",0.98,2.14
"1339","TROP_FOR","Terminalia ferdinandiana","T",0.72,2
"1340","TROP_FOR","Eucalyptus clavigera","T",NA,2.15
"1341","TROP_FOR","Eucalyptus miniata","T",NA,2.09
"1342","TROP_FOR","Acacia auriculiformis","T",1,2.02
"1343","TROP_FOR","Lophostemon lactifluus","T",0.94,2.08
"1344","TROP_FOR","Melaleuca viridiflora","T",0.99,2.36
"1345","TROP_FOR","Ficus racemosa","T",0.78,1.82
"1346","TROP_FOR","Ficus scobina","T",0.68,1.92
"1347","TROP_FOR","Mallotus nesophilus","T",0.7,1.88
"1348","TROP_FOR","Melaleuca leucadendra","T",0.91,2.17
"1349","TROP_FOR","Terminalia microcarpa","T",0.85,1.92
"1350","TROP_FOR","Wrightia pubescens","T",0.83,1.72
"1351","DESERT","Acantholimon diapensioides","H",NA,2.11
"1352","DESERT","Achnatherum splendens","G",NA,2.08
"1353","DESERT","Ajania tibetica","S",NA,2.04
"1354","DESERT","Allium platyspathum","H",NA,2.07
"1355","DESERT","Allium sp","H",NA,1.55
"1356","DESERT","Artemisia leucotricha","S",NA,2
"1357","DESERT","Artemisia pamirica","S",NA,1.85
"1358","DESERT","Artemisia rhodantha","S",NA,1.94
"1359","DESERT","Astragalus tibetanus","H",NA,1.62
"1360","DESERT","Carex dimorphotheca","G",NA,1.71
"1361","DESERT","Carex orbicularis","G",NA,1.91
"1362","DESERT","Carex pseudofoetida","G",NA,1.72
"1363","DESERT","Christolea crassifolia","H",NA,2.06
"1364","DESERT","Comarum salesovianum","S",NA,1.54
"1365","DESERT","Corydalis stricta","H",NA,1.96
"1366","DESERT","Dracocephalum heterophyllum","S",NA,1.84
"1367","DESERT","Elymus nutans","G",NA,1.7
"1368","DESERT","Ephedra regeliana","S",NA,1.88
"1369","DESERT","Gentiana karelinii","H",NA,1.63
"1370","DESERT","Gentiana leucomelaena","H",NA,1.82
"1371","DESERT","Glaux maritima","H",NA,1.88
"1372","DESERT","Gypsophila capituliflora","H",NA,2.07
"1373","DESERT","Halerpestes sarmentosa","H",NA,1.77
"1374","DESERT","Hedysarum minjanense","H",NA,1.69
"1375","DESERT","Hordeum turkestanicum","G",NA,1.66
"1376","DESERT","Knorringia pamiricum","H",NA,2.07
"1377","DESERT","Kobresia capilliformis","G",NA,1.61
"1378","DESERT","Krascheninnikovia ceratoides","S",NA,1.97
"1379","DESERT","Leymus pubescens","G",NA,1.98
"1380","DESERT","Ligularia alpigena","H",NA,1.81
"1381","DESERT","Lindelofia pterocarpa","H",NA,1.79
"1382","DESERT","Lomatocarpa albomarginata","H",NA,1.74
"1383","DESERT","Macrotomia euchroma","H",NA,2.1
"1384","DESERT","Myricaria squamosa","S",NA,2.04
"1385","DESERT","Oxytropis chiliophylla","H",NA,1.56
"1386","DESERT","Oxytropis globiflora","H",NA,1.7
"1387","DESERT","Parnassia laxmannii","H",NA,1.72
"1388","DESERT","Pedicularis ludwigii","H",NA,1.85
"1389","DESERT","Pentaphylloides dryadanthoides","S",NA,1.94
"1390","DESERT","Plantago arachnoidea","H",NA,1.88
"1391","DESERT","Potentilla anserina","H",NA,1.89
"1392","DESERT","Potentilla malacotricha","H",NA,1.91
"1393","DESERT","Potentilla moorcroftii","H",NA,2.11
"1394","DESERT","Potentilla multifida","H",NA,2.01
"1395","DESERT","Primula algida","H",NA,2.05
"1396","DESERT","Primula pamirica","H",NA,1.6
"1397","DESERT","Pyrethrum djilgense","H",NA,2.02
"1398","DESERT","Ranunculus krasnovii","H",NA,1.66
"1399","DESERT","Ranunculus pseudohirculus","H",NA,1.79
"1400","DESERT","Saussurea salsa","H",NA,1.88
"1401","DESERT","Scrophularia pamirica","H",NA,1.87
"1402","DESERT","Senecio krascheninnikovii","H",NA,1.78
"1403","DESERT","Serratula procumbens","H",NA,1.91
"1404","DESERT","Silene graminifolia","H",NA,1.72
"1405","DESERT","Stellaria winkleri","H",NA,1.64
"1406","DESERT","Stipa orientalis","G",NA,1.55
"1407","DESERT","Suaeda olufsenii","H",NA,2.26
"1408","DESERT","Taraxacum dissectum","H",NA,1.78
"1409","DESERT","Taraxacum leucantum","H",NA,1.82
"1410","DESERT","Viola tianschanica","H",NA,1.8
"1411","DESERT","Zygophyllum rosowii","H",NA,2.21
"1412","DESERT","Androsace akbaitalensis","H",NA,1.59
"1413","DESERT","Bistorta viviparum","H",NA,1.91
"1414","DESERT","Clematis tangutica","S",NA,1.91
"1415","DESERT","Draba korshinskyi","H",NA,1.47
"1416","DESERT","Draba pamirica","H",NA,1.82
"1417","DESERT","Dracocephalum paulsenii","H",NA,1.81
"1418","DESERT","Erigeron heterochaeta","H",NA,1.77
"1419","DESERT","Erigeron poncinsii","H",NA,1.84
"1420","DESERT","Lloydia serotina","H",NA,2.22
